6239 = number of voxels
82 = number of ROIs
X-MNI,Y-MNI,Z-MNI,Lobe,Structure,Brodmann area,ROI-number [1...0] (if zero then not included in any ROI)
10,65,-10,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 11,26
15,-100,-10,Occipital Lobe,Lingual Gyrus,Brodmann area 18,48
15,-80,-10,Occipital Lobe,Lingual Gyrus,Brodmann area 18,48
15,-75,-10,Occipital Lobe,Lingual Gyrus,Brodmann area 18,48
15,-70,-10,Occipital Lobe,Lingual Gyrus,Brodmann area 18,48
15,-65,-10,Occipital Lobe,Lingual Gyrus,Brodmann area 19,48
15,-60,-10,Occipital Lobe,*,Brodmann area 19,48
15,-40,-10,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 30,48
15,-35,-10,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 30,48
15,60,-10,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 11,6
15,65,-10,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 11,6
20,-100,-10,Occipital Lobe,Lingual Gyrus,Brodmann area 18,48
20,-80,-10,Occipital Lobe,Lingual Gyrus,Brodmann area 18,48
20,-75,-10,Occipital Lobe,Lingual Gyrus,Brodmann area 18,48
20,-70,-10,Occipital Lobe,Lingual Gyrus,Brodmann area 19,48
20,-55,-10,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 19,56
20,-50,-10,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 19,56
20,-45,-10,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 19,56
20,-40,-10,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 36,40
20,-35,-10,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 35,40
20,-30,-10,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 28,40
20,-25,-10,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 28,38
20,60,-10,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 11,10
20,65,-10,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 11,10
25,-95,-10,Occipital Lobe,Lingual Gyrus,Brodmann area 18,54
25,-75,-10,Occipital Lobe,Lingual Gyrus,Brodmann area 19,56
25,-55,-10,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 19,56
25,-50,-10,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 19,56
25,-45,-10,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 37,56
25,-40,-10,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 36,56
25,-30,-10,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 27,40
25,-20,-10,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 28,38
25,25,-10,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,30
25,30,-10,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,16
25,35,-10,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,16
25,40,-10,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 11,10
25,45,-10,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 11,10
25,50,-10,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 11,10
25,55,-10,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 10,10
25,60,-10,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 11,10
30,-95,-10,Occipital Lobe,Inferior Occipital Gyrus,Brodmann area 18,54
30,-50,-10,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 19,56
30,-45,-10,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 19,56
30,-40,-10,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 36,56
30,15,-10,Sub-lobar,Extra-Nuclear,Brodmann area 13,30
30,20,-10,Frontal Lobe,Extra-Nuclear,Brodmann area 47,30
30,30,-10,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,16
30,35,-10,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 11,16
30,40,-10,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 11,10
30,45,-10,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 11,10
30,50,-10,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 11,10
30,55,-10,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 10,10
30,60,-10,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 11,10
35,-85,-10,Occipital Lobe,Inferior Occipital Gyrus,Brodmann area 18,54
35,-80,-10,Occipital Lobe,Inferior Occipital Gyrus,Brodmann area 19,54
35,-45,-10,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 19,56
35,-40,-10,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 37,56
35,15,-10,Sub-lobar,Extra-Nuclear,Brodmann area 13,30
35,20,-10,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,30
35,30,-10,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,16
35,35,-10,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 11,16
35,40,-10,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 11,16
35,55,-10,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 11,10
35,60,-10,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 10,10
40,-85,-10,Occipital Lobe,Inferior Occipital Gyrus,Brodmann area 19,54
40,-80,-10,Occipital Lobe,Inferior Occipital Gyrus,Brodmann area 19,54
40,-75,-10,Occipital Lobe,Inferior Occipital Gyrus,Brodmann area 19,54
40,-20,-10,Sub-lobar,Insula,Brodmann area 13,38
40,-15,-10,Temporal Lobe,Sub-Gyral,Brodmann area 21,38
40,-10,-10,Temporal Lobe,Sub-Gyral,Brodmann area 21,30
40,-5,-10,Temporal Lobe,Sub-Gyral,Brodmann area 21,30
40,5,-10,Sub-lobar,Extra-Nuclear,Brodmann area 13,30
40,10,-10,Sub-lobar,Extra-Nuclear,Brodmann area 13,30
40,15,-10,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,30
40,25,-10,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,16
40,30,-10,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,16
40,35,-10,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 11,16
40,40,-10,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 47,16
40,50,-10,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 11,10
40,55,-10,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 11,10
45,-85,-10,Occipital Lobe,Inferior Occipital Gyrus,Brodmann area 19,54
45,-80,-10,Occipital Lobe,Inferior Occipital Gyrus,Brodmann area 19,54
45,-75,-10,Occipital Lobe,Inferior Occipital Gyrus,Brodmann area 19,54
45,-20,-10,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 22,78
45,-10,-10,Temporal Lobe,Sub-Gyral,Brodmann area 21,74
45,-5,-10,Temporal Lobe,Sub-Gyral,Brodmann area 21,74
45,0,-10,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 13,74
45,5,-10,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 38,76
45,10,-10,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 38,30
45,15,-10,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,30
45,20,-10,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,16
45,25,-10,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,16
45,30,-10,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,16
45,35,-10,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 11,16
45,40,-10,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 47,16
45,45,-10,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 11,16
45,50,-10,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 11,16
50,-60,-10,Occipital Lobe,Middle Occipital Gyrus,Brodmann area 19,82
50,-55,-10,Temporal Lobe,Inferior Temporal Gyrus,Brodmann area 37,82
50,-50,-10,Temporal Lobe,Sub-Gyral,Brodmann area 37,82
50,-45,-10,Temporal Lobe,Sub-Gyral,Brodmann area 37,82
50,-5,-10,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 21,74
50,0,-10,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 38,74
50,15,-10,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 38,76
50,20,-10,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,16
50,25,-10,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,16
50,30,-10,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,16
50,40,-10,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,16
50,45,-10,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,16
55,-65,-10,Occipital Lobe,Middle Occipital Gyrus,Brodmann area 19,82
55,-60,-10,Occipital Lobe,Middle Occipital Gyrus,Brodmann area 19,82
55,-55,-10,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 37,82
55,-5,-10,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 21,74
55,0,-10,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 38,74
55,5,-10,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 38,76
55,15,-10,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 38,76
60,-60,-10,Temporal Lobe,Inferior Temporal Gyrus,Brodmann area 37,82
60,-55,-10,Temporal Lobe,Inferior Temporal Gyrus,Brodmann area 37,82
60,-50,-10,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 37,82
60,-30,-10,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 21,78
60,-25,-10,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 21,78
60,-20,-10,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 21,78
60,-15,-10,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 21,78
60,0,-10,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 21,74
60,5,-10,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 21,76
65,-50,-10,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 21,82
65,-45,-10,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 21,82
65,-40,-10,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 21,82
65,-35,-10,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 21,78
65,-30,-10,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 21,78
65,-25,-10,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 21,78
65,-20,-10,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 21,78
65,-15,-10,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 21,78
65,-10,-10,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 21,78
70,-35,-10,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 21,78
70,-30,-10,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 21,78
70,-25,-10,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 21,78
70,-20,-10,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 21,78
-65,-50,-5,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 21,77
-65,-45,-5,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 21,77
-65,-40,-5,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 21,77
-65,-35,-5,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 21,77
-65,-30,-5,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 21,77
-65,-25,-5,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 21,77
-65,-20,-5,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 21,77
-65,-15,-5,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 21,77
-60,-60,-5,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 37,81
-60,-55,-5,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 37,81
-60,-50,-5,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 21,77
-60,-30,-5,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 21,77
-60,-25,-5,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 21,77
-60,-20,-5,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 21,77
-60,-5,-5,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 21,73
-60,0,-5,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 21,73
-55,-70,-5,Temporal Lobe,Inferior Temporal Gyrus,Brodmann area 19,53
-55,-65,-5,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 37,81
-55,-60,-5,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 37,81
-55,-30,-5,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 21,77
-55,-25,-5,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 21,77
-55,-15,-5,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 21,77
-55,-10,-5,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 22,73
-55,-5,-5,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 22,73
-55,0,-5,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 22,73
-55,10,-5,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 22,75
-55,30,-5,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,15
-50,-75,-5,Temporal Lobe,Inferior Temporal Gyrus,Brodmann area 19,53
-50,-70,-5,Occipital Lobe,Inferior Temporal Gyrus,Brodmann area 37,53
-50,-65,-5,Temporal Lobe,Inferior Temporal Gyrus,Brodmann area 19,81
-50,-60,-5,Temporal Lobe,Inferior Temporal Gyrus,Brodmann area 19,81
-50,-30,-5,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 21,77
-50,-25,-5,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 21,77
-50,5,-5,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 22,73
-50,10,-5,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 22,75
-50,15,-5,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 22,75
-50,20,-5,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,15
-50,35,-5,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,15
-50,40,-5,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 47,15
-45,-85,-5,Occipital Lobe,Middle Occipital Gyrus,Brodmann area 19,51
-45,-70,-5,Occipital Lobe,Inferior Temporal Gyrus,Brodmann area 37,53
-45,-65,-5,Occipital Lobe,Middle Temporal Gyrus,Brodmann area 37,81
-45,-60,-5,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 37,81
-45,-25,-5,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 22,77
-45,-20,-5,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 22,73
-45,-15,-5,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 22,73
-45,-10,-5,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 22,73
-45,-5,-5,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 22,29
-45,0,-5,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 22,29
-45,5,-5,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 22,29
-45,10,-5,Sub-lobar,Insula,Brodmann area 13,29
-45,15,-5,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,29
-45,40,-5,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 47,15
-45,50,-5,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 10,9
-40,-90,-5,Occipital Lobe,Inferior Occipital Gyrus,Brodmann area 18,51
-40,-85,-5,Occipital Lobe,Inferior Occipital Gyrus,Brodmann area 18,51
-40,-25,-5,Sub-lobar,Insula,Brodmann area 13,37
-40,-20,-5,Sub-lobar,Insula,Brodmann area 13,73
-40,-15,-5,Sub-lobar,Insula,Brodmann area 13,73
-40,-10,-5,Sub-lobar,Insula,Brodmann area 13,73
-40,-5,-5,Sub-lobar,Insula,Brodmann area 13,29
-40,0,-5,Sub-lobar,Insula,Brodmann area 13,29
-40,5,-5,Sub-lobar,Insula,Brodmann area 13,29
-40,10,-5,Sub-lobar,Insula,Brodmann area 13,29
-40,15,-5,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,29
-40,40,-5,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 47,15
-40,55,-5,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 10,9
-35,-90,-5,Occipital Lobe,Middle Occipital Gyrus,Brodmann area 18,51
-35,-85,-5,Occipital Lobe,Middle Occipital Gyrus,Brodmann area 18,53
-35,-45,-5,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 19,39
-35,15,-5,Sub-lobar,Insula,Brodmann area 13,29
-35,20,-5,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,29
-35,30,-5,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,15
-35,55,-5,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 10,9
-35,60,-5,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 10,9
-30,-95,-5,Occipital Lobe,Middle Occipital Gyrus,Brodmann area 18,51
-30,-85,-5,Occipital Lobe,Middle Occipital Gyrus,Brodmann area 18,53
-30,-50,-5,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 19,47
-30,-45,-5,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 19,47
-30,15,-5,Sub-lobar,Insula,Brodmann area 13,29
-30,20,-5,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,29
-30,30,-5,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,15
-30,40,-5,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 11,15
-30,50,-5,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 10,9
-30,55,-5,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 10,9
-30,60,-5,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 10,9
-25,-95,-5,Occipital Lobe,Cuneus,Brodmann area 18,53
-25,-70,-5,Occipital Lobe,Lingual Gyrus,Brodmann area 19,55
-25,-65,-5,Occipital Lobe,Lingual Gyrus,Brodmann area 19,47
-25,-55,-5,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 19,47
-25,-50,-5,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 19,47
-25,-30,-5,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 27,37
-25,30,-5,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,29
-25,35,-5,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,15
-25,40,-5,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 11,9
-25,45,-5,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 11,5
-25,50,-5,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 10,5
-25,55,-5,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 10,5
-25,60,-5,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 10,5
-25,65,-5,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 10,5
-20,-95,-5,Occipital Lobe,Lingual Gyrus,Brodmann area 17,53
-20,-70,-5,Occipital Lobe,Lingual Gyrus,Brodmann area 19,47
-20,-65,-5,Occipital Lobe,Lingual Gyrus,Brodmann area 19,47
-20,-55,-5,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 19,47
-20,-50,-5,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 19,47
-20,-45,-5,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 19,47
-20,-35,-5,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 27,39
-20,-30,-5,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 27,37
-20,30,-5,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,0
-20,55,-5,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 10,5
-20,65,-5,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 10,5
-15,-95,-5,Occipital Lobe,Lingual Gyrus,Brodmann area 17,43
-15,-75,-5,Occipital Lobe,Lingual Gyrus,Brodmann area 18,47
-15,-70,-5,Occipital Lobe,Lingual Gyrus,Brodmann area 18,47
-15,-65,-5,Occipital Lobe,Lingual Gyrus,Brodmann area 18,47
-15,-60,-5,Occipital Lobe,Lingual Gyrus,Brodmann area 19,47
-15,-55,-5,Occipital Lobe,Lingual Gyrus,Brodmann area 19,47
-15,-50,-5,Occipital Lobe,Lingual Gyrus,Brodmann area 19,47
-15,-45,-5,Occipital Lobe,Lingual Gyrus,Brodmann area 19,47
-15,-40,-5,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 30,47
-15,-35,-5,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 27,47
-15,45,-5,Limbic Lobe,Anterior Cingulate,Brodmann area 32,31
-15,50,-5,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 10,31
-15,65,-5,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 10,5
-10,-100,-5,Occipital Lobe,Cuneus,Brodmann area 17,43
-10,-95,-5,Occipital Lobe,Lingual Gyrus,Brodmann area 17,43
-10,-80,-5,Occipital Lobe,Lingual Gyrus,Brodmann area 18,47
-10,-75,-5,Occipital Lobe,Lingual Gyrus,Brodmann area 18,47
-10,-70,-5,Occipital Lobe,Lingual Gyrus,Brodmann area 18,47
-10,-65,-5,Occipital Lobe,Lingual Gyrus,Brodmann area 19,47
-10,-60,-5,Occipital Lobe,Lingual Gyrus,Brodmann area 19,47
-10,-55,-5,Occipital Lobe,Lingual Gyrus,Brodmann area 19,47
-10,-45,-5,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 30,47
-10,-40,-5,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 30,47
-10,35,-5,Limbic Lobe,Anterior Cingulate,Brodmann area 32,31
-10,40,-5,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 10,31
-10,45,-5,Limbic Lobe,Anterior Cingulate,Brodmann area 32,25
-10,50,-5,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 10,25
-10,55,-5,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 10,25
-10,60,-5,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 10,25
-10,65,-5,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 10,25
-5,-100,-5,Occipital Lobe,Cuneus,Brodmann area 17,43
-5,-95,-5,Occipital Lobe,Lingual Gyrus,Brodmann area 17,43
-5,-85,-5,Occipital Lobe,Lingual Gyrus,Brodmann area 18,43
-5,-70,-5,Occipital Lobe,Lingual Gyrus,Brodmann area 18,47
-5,20,-5,Limbic Lobe,Anterior Cingulate,Brodmann area 25,0
-5,25,-5,Limbic Lobe,Anterior Cingulate,Brodmann area 24,21
-5,30,-5,Limbic Lobe,Anterior Cingulate,Brodmann area 24,31
-5,35,-5,Limbic Lobe,Anterior Cingulate,Brodmann area 32,31
-5,40,-5,Limbic Lobe,Anterior Cingulate,Brodmann area 32,31
-5,45,-5,Limbic Lobe,Anterior Cingulate,Brodmann area 32,25
-5,50,-5,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 10,25
-5,55,-5,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 10,25
-5,60,-5,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 10,25
-5,65,-5,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 10,25
0,-100,-5,Occipital Lobe,Cuneus,Brodmann area 17,43
0,-95,-5,Occipital Lobe,Lingual Gyrus,Brodmann area 18,43
0,-90,-5,Occipital Lobe,Lingual Gyrus,Brodmann area 18,43
0,-85,-5,Occipital Lobe,Lingual Gyrus,Brodmann area 18,43
0,0,-5,Limbic Lobe,Anterior Cingulate,Brodmann area 25,21
0,5,-5,Limbic Lobe,Anterior Cingulate,Brodmann area 25,21
0,10,-5,Limbic Lobe,Anterior Cingulate,Brodmann area 25,22
5,-100,-5,Occipital Lobe,Cuneus,Brodmann area 17,43
5,-95,-5,Occipital Lobe,Lingual Gyrus,Brodmann area 17,43
5,-90,-5,Occipital Lobe,Lingual Gyrus,Brodmann area 18,43
5,-85,-5,Occipital Lobe,Lingual Gyrus,Brodmann area 18,48
5,-70,-5,Occipital Lobe,Lingual Gyrus,Brodmann area 18,48
5,5,-5,Limbic Lobe,Anterior Cingulate,Brodmann area 25,0
5,20,-5,Limbic Lobe,Anterior Cingulate,Brodmann area 25,22
5,25,-5,Limbic Lobe,Anterior Cingulate,Brodmann area 24,22
5,30,-5,Limbic Lobe,Anterior Cingulate,Brodmann area 24,32
5,35,-5,Limbic Lobe,Anterior Cingulate,Brodmann area 32,32
5,40,-5,Limbic Lobe,Anterior Cingulate,Brodmann area 32,32
5,45,-5,Limbic Lobe,Anterior Cingulate,Brodmann area 32,26
5,50,-5,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 10,26
5,55,-5,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 10,26
5,60,-5,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 10,26
5,65,-5,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 10,26
10,-100,-5,Occipital Lobe,Cuneus,Brodmann area 17,44
10,-95,-5,Occipital Lobe,Lingual Gyrus,Brodmann area 17,44
10,-80,-5,Occipital Lobe,Lingual Gyrus,Brodmann area 18,48
10,-75,-5,Occipital Lobe,Lingual Gyrus,Brodmann area 18,48
10,-70,-5,Occipital Lobe,Lingual Gyrus,Brodmann area 18,48
10,-65,-5,Occipital Lobe,Lingual Gyrus,Brodmann area 19,48
10,-60,-5,Occipital Lobe,Lingual Gyrus,Brodmann area 19,48
10,-40,-5,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 30,48
10,-35,-5,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 27,48
10,35,-5,Limbic Lobe,Anterior Cingulate,Brodmann area 32,32
10,40,-5,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 10,26
10,45,-5,Limbic Lobe,Anterior Cingulate,Brodmann area 32,26
10,50,-5,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 10,26
10,55,-5,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 10,26
10,60,-5,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 10,26
10,65,-5,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 10,26
15,-95,-5,Occipital Lobe,Lingual Gyrus,Brodmann area 17,44
15,-75,-5,Occipital Lobe,Lingual Gyrus,Brodmann area 18,48
15,-70,-5,Occipital Lobe,Lingual Gyrus,Brodmann area 18,48
15,-65,-5,Occipital Lobe,Lingual Gyrus,Brodmann area 18,48
15,-60,-5,Occipital Lobe,Lingual Gyrus,Brodmann area 19,48
15,-55,-5,Occipital Lobe,Lingual Gyrus,Brodmann area 19,48
15,-50,-5,Occipital Lobe,Lingual Gyrus,Brodmann area 19,48
15,-45,-5,Occipital Lobe,Lingual Gyrus,Brodmann area 19,48
15,-40,-5,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 30,48
15,-35,-5,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 27,40
15,45,-5,Limbic Lobe,Anterior Cingulate,Brodmann area 32,26
15,50,-5,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 10,26
15,65,-5,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 10,6
20,-95,-5,Occipital Lobe,Lingual Gyrus,Brodmann area 17,44
20,-70,-5,Occipital Lobe,Lingual Gyrus,Brodmann area 19,48
20,-65,-5,Occipital Lobe,Lingual Gyrus,Brodmann area 19,48
20,-60,-5,Occipital Lobe,Lingual Gyrus,Brodmann area 19,48
